Risk ID,Risk Level,Risk Category,Risk Description,Action Plan,Action Plan Owner,Likelihood,Impact,Risk Rating,Status
R018,Application and Technical,System Development,The system developed does not follow standard quality processes yang telah ditetapkan oleh pihak Kerajaan disebabkan oleh penyelarasan dokumentasi dan proses pembangunan tidak mengikut metodologi yang telah dipersetujui.,"Kontraktor  dan IV&V hendaklah membangunkan Pelan Pengurusan Kualiti (QMP) yang komprehensif dan melaksanakan pelan tersebut dengan sempurna.
(30 Ogos 2022)",Tower Aplikasi ,4,3,12,Active
R019,Application and Technical,System Development,The system developed does not follow standard quality processes yang telah ditetapkan oleh pihak Kerajaan disebabkan oleh penyelarasan dokumentasi dan proses pembangunan tidak mengikut metodologi yang telah dipersetujui.,"Semua deliverables perlu melalui proses serahan yang telah ditetapkan oleh Kerajaan.
(28 Februari 2022)",Tower Aplikasi ,4,3,12,Active
R020,Application and Technical,System Development,The system developed does not follow standard quality processes yang telah ditetapkan oleh pihak Kerajaan disebabkan oleh penyelarasan dokumentasi dan proses pembangunan tidak mengikut metodologi yang telah dipersetujui.,"Mewujudkan Task Force untuk memantau pembangunan  agar mengikut standard kualiti yang ditetapkan.
(31 Januari 2023)",Tower Aplikasi ,4,3,12,Active
R021,Application and Technical,System Development,The system developed does not follow standard quality processes yang telah ditetapkan oleh pihak Kerajaan disebabkan oleh penyelarasan dokumentasi dan proses pembangunan tidak mengikut metodologi yang telah dipersetujui.,Menyediakan dokumen Master Development Plan (MDP) dan mengemukakan kepada pihak Kerajaan.,Tower Aplikasi ,4,3,12,Active
R022,Application and Technical,System Development,"Sistem tidak boleh beradaptasi dengan sebarang perubahan teknologi baru (sistem,perisian dan infra) pada masa akan datang","Memastikan Pembangunan sistem  berasaskan MicroServices Architecture (MSA). 
(31 Disember 2022)",Tower Aplikasi ,3,4,12,Active
R023,Application and Technical,System Development,"Sistem tidak boleh beradaptasi dengan sebarang perubahan teknologi baru (sistem,perisian dan infra) pada masa akan datang","Mengenalpasti dan menyenaraikan perkara yang hampir tamat tempoh;
-Sistem sokongan
-Perisian 
-Peralatan
(31 Disember 2022)",Tower Aplikasi ,3,4,12,Active
R024,Application and Technical,System Development,"Sistem tidak boleh beradaptasi dengan sebarang perubahan teknologi baru (sistem,perisian dan infra) pada masa akan datang","Melaksanakan pemantauan bersepadu dan teknologi refresh bagi setiap 3 tahun dengan kaedah pemantauan berikut:
-Mendapatkan maklumat mengenai perubahan yang perlu dibuat 
-Membuat kajian impak terhadap perubahan diperlukan.
-Mencadangkan perubahan yang perlu dilakukan.
(31 Mei 2024)",Tower Aplikasi ,3,4,12,Active
R025,Application and Technical,System Development,"Sistem tidak boleh beradaptasi dengan sebarang perubahan teknologi baru (sistem,perisian dan infra) pada masa akan datang","Pihak Kerajaan dan Kontraktor hendaklah membangunkan sistem yang configurable dan fleksible dan menggunakan work flow engine.
(1 Ogos 2023)",Tower Aplikasi ,3,4,12,Active
R026,Application and Technical,System Development,"Data yang dipindahkan (migrasi) dari sistem lama ke sistem baharu tidak memenuhi kualiti data disebabkan oleh aktiviti data cleansing dan harmonisation tidak mengikut proses yang telah ditetapkan mengakibatkan data transaksi, statistik dan laporan yang dikeluarkan tidak tepat.","Kontraktor  hendaklah menyediakan Pelan Migrasi Data dengan menyatakan secara jelas dan terperinci pendekatan, kaedah, proses dan senarai semak sebelum aktiviti migrasi dilaksanakan. Pelan migrasi data perlu mendapat pengesahan dan persetujuan oleh pihak Kerajaan.",Tower Teknikal ,2,5,10,Active
R027,Application and Technical,System Development,"Data yang dipindahkan (migrasi) dari sistem lama ke sistem baharu tidak memenuhi kualiti data disebabkan oleh aktiviti data cleansing dan harmonisation tidak mengikut proses yang telah ditetapkan mengakibatkan data transaksi, statistik dan laporan yang dikeluarkan tidak tepat.","Kontraktor  hendaklah melaksanakan dengan sempurna proses migrasi data mengikut Pelan Migrasi Data yang telah dipersetujui oleh pihak kerajaan seperti 
-Menjalankan kerja-kerja pembangunan seperti mapping, cleansing, harmonization dan sinkronisasi
-Melibatkan data steward dan data validator yang dilantik daripada pihak kerajaan 
-Melakukan pengujian (cleansing and harmonisation rules) migrasi dan sinkronisasi data bersama pihak kerajaan yang dilantik.",Tower Teknikal ,2,5,10,Active
R028,Application and Technical,System Development,"Data yang dipindahkan (migrasi) dari sistem lama ke sistem baharu tidak memenuhi kualiti data disebabkan oleh aktiviti data cleansing dan harmonisation tidak mengikut proses yang telah ditetapkan mengakibatkan data transaksi, statistik dan laporan yang dikeluarkan tidak tepat.","Melaksanakan aktiviti validasi dan verifikasi data transaksi, laporan dan statistik melalui aplikasi .",Tower Teknikal ,2,5,10,Active
R029,Application and Technical,System Development,Data yang disikronisasi di antara sistem lama dan baru tidak tepat disebabkan oleh aktiviti data transformasi 2 hala tidak mengikut proses yang ditetapkan mengakibatkan keberadaan data di sistem lama dan baru tidak konsisten.,"Kontraktor  hendaklah melaksanakan dengan sempurna proses sinkronisasi data mengikut Pelan Sikronisasi Data yang telah dipersetujui oleh pihak kerajaan seperti 
i. Menjalankan kerja-kerja pembangunan seperti mapping, cleansing, harmonization dan sinkronisasi
ii. Melibatkan data steward dan data validator yang dilantik daripada pihak kerajaan 
iii. Melakukan pengujian (cleansing and harmonisation rules) sinkronisasi data bersama pihak kerajaan yang dilantik
(31 Mei 2024)",Tower Teknikal ,3,5,15,Active
R030,Application and Technical,Network,Keupayaan infrastruktur Network (line connectivity) tidak memenuhi keperluan capaian  disebabkan oleh bandwidth tidak mencukupi dan boleh mengakibatkan gangguan capaian .,Menyenaraikan parameter yang menyumbang kepada penggunaan bandwidth,Tower Infrastruktur ,5,5,25,Active
R031,Application and Technical,Network,Keupayaan infrastruktur Network (line connectivity) tidak memenuhi keperluan capaian  disebabkan oleh bandwidth tidak mencukupi dan boleh mengakibatkan gangguan capaian .,Melaksanakan simulasi berdasarkan parameter yang dikenal pasti.,Tower Infrastruktur ,5,5,25,Active
R032,Application and Technical,Network,Keupayaan infrastruktur Network (line connectivity) tidak memenuhi keperluan capaian  disebabkan oleh bandwidth tidak mencukupi dan boleh mengakibatkan gangguan capaian .,Menaik taraf Bandwidth sedia ada.,Tower Infrastruktur ,5,5,25,Active
R033,Application and Technical,Network,Keupayaan infrastruktur Network (line connectivity) tidak memenuhi keperluan capaian  disebabkan oleh bandwidth tidak mencukupi dan boleh mengakibatkan gangguan capaian .,"Mengemukakan cadangan IPSec (Voice, Text Video).",Tower Infrastruktur ,5,5,25,Active
R034,Application and Technical,Network,Keupayaan infrastruktur Network (line connectivity) tidak memenuhi keperluan capaian  disebabkan oleh bandwidth tidak mencukupi dan boleh mengakibatkan gangguan capaian .,Melaksanakan bandwith shaping bagi bandwidth yang terlibat,Tower Infrastruktur ,5,5,25,Active
R035,Application and Technical,System Development,Integriti data dalam  dipertikai.,Memastikan sistem bug diselesaikan sebelum sesuatu Release.,Tower Aplikasi ,3,4,12,Active
R036,Application and Technical,System Development,Integriti data dalam  dipertikai.,Melaksanakan Security Posture Assessment (SPA).,Tower Aplikasi ,3,4,12,Active
R037,Application and Technical,System Development,Integriti data dalam  dipertikai.,Menyediakan fungsi Audit trail yang komprehensif bagi tujuan pemantauan setiap transaksi dalam .,Tower Aplikasi ,3,4,12,Active
R038,Application and Technical,System Development,Integriti data dalam  dipertikai.,"Memastikan Data Migration Plan dan Data Synchonization Plan mengandungi;
Mengandungi proses migrasi data yang menjamin completion, consistency, accuracy dan security.",Tower Aplikasi ,3,4,12,Active
R039,Operation,Training,Training Pengguna Akhir (End User Training) tidak dapat dilaksanakan mengikut perancangan disebabkan oleh kebergantungan kepada fasa pembangunan mengakibatkan tempoh masa Training yang diperuntukan tidak mencukupi untuk melaksanakan Training serta kelewatan pembangunan dan pemuktamadan Manual Training  untuk melaksanakan Training Pengguna Akhir.,Tower Aplikasi hendaklah memastikan semua dokumentasi berkaitan modul  dibangunkan dan dimuktamadkan dengan segera.,Tower Aplikasi ,3,3,9,Active
R040,Operation,Training,Training Pengguna Akhir (End User Training) tidak dapat dilaksanakan mengikut perancangan disebabkan oleh kebergantungan kepada fasa pembangunan mengakibatkan tempoh masa Training yang diperuntukan tidak mencukupi untuk melaksanakan Training serta kelewatan pembangunan dan pemuktamadan Manual Training  untuk melaksanakan Training Pengguna Akhir.,Modul Training Pengguna Akhir hendaklah di bangunkan dan dimuktamadkan sebelum M42 (iaitu sebelum Training Pilot).,Tower Aplikasi ,3,3,9,Active
R041,Operation,Training,Training Pengguna Akhir (End User Training) tidak dapat dilaksanakan mengikut perancangan disebabkan oleh kebergantungan kepada fasa pembangunan mengakibatkan tempoh masa Training yang diperuntukan tidak mencukupi untuk melaksanakan Training serta kelewatan pembangunan dan pemuktamadan Manual Training  untuk melaksanakan Training Pengguna Akhir.,Kontraktor  hendaklah menyediakan persekitaran Training yang lengkap termasuk sampel data Training yang sesuai sebelum Training bermula.,Tower Aplikasi ,3,3,9,Active
R042,Operation,Training,Training Pengguna Akhir (End User Training) tidak dapat dilaksanakan mengikut perancangan disebabkan oleh kebergantungan kepada fasa pembangunan mengakibatkan tempoh masa Training yang diperuntukan tidak mencukupi untuk melaksanakan Training serta kelewatan pembangunan dan pemuktamadan Manual Training  untuk melaksanakan Training Pengguna Akhir.,Pihak JIM perlu mewujudkan pusat Training dan infrastruktur yang mencukupi sebelum Training bermula.,Tower Aplikasi ,3,3,9,Active
R043,Operation,Training,Ketiadaan sumber rujukan untuk pengguna  disebabkan oleh Training Manual tidak disediakan dalam bentuk hardcopy dan softcopy mengakibatkan proses kerja tidak lancar,Kontraktor  hendaklah menyediakan Training Manual dalam bentuk hardcopy (berdasarkan kepada serahan akhir) dan softcopy yang boleh diakses pada bila-bila masa apabila diperlukan,Tower Bisnes ,5,2,10,Active
R044,Operation,Training,Ketiadaan sumber rujukan untuk pengguna  disebabkan oleh Training Manual tidak disediakan dalam bentuk hardcopy dan softcopy mengakibatkan proses kerja tidak lancar,"Kontraktor  hendaklah menyediakan garis panduan pengguna untuk mengakses User Manual dan Training Manual di dalam platform LMS.
(30 Ogos 2023)",Tower Bisnes ,5,2,10,Active
R045,Operation,Human Resource,Penyalahgunaan  oleh JIM dan KDN selepas sistem beroperasi dan dalam tempoh penyelenggaraan disebabkan oleh penyalahgunaan ID pegawai mengakibatkan kebocoran maklumat keselamatan negara.,"Membangunkan modul pengurusan ID sebagai salah satu modul dalam sistem . 
URS 
SRS 
SDD
TDD",Tower Aplikasi ,5,3,15,Active
R046,Operation,Human Resource,Penyalahgunaan  oleh JIM dan KDN selepas sistem beroperasi dan dalam tempoh penyelenggaraan disebabkan oleh penyalahgunaan ID pegawai mengakibatkan kebocoran maklumat keselamatan negara.,Menetapkan access level bagi setiap pengguna di dalam dokumen IDM.,Tower Aplikasi ,5,3,15,Active
R047,Operation,Human Resource,Penyalahgunaan  oleh JIM dan KDN selepas sistem beroperasi dan dalam tempoh penyelenggaraan disebabkan oleh penyalahgunaan ID pegawai mengakibatkan kebocoran maklumat keselamatan negara.,Mengadakan aktiviti kesedaran dari masa ke semasa.,Tower Aplikasi ,5,3,15,Active
R048,Operation,SOP/ Process,Pengoperasian sistem  Helpdesk ICT tidak teratur disebabkan oleh pelaporan yang tidak tepat mengakibatkan SLA meja bantuan tidak tercapai sepenuhnya.,Memuktamadkan dokumen URS dan RDS ICT Helpdesk dan menyerahkan dokumen kepada Kerajaan.,Tower Infrastruktur,2,2,4,Active
R049,Operation,SOP/ Process,Pengoperasian sistem  Helpdesk ICT tidak teratur disebabkan oleh pelaporan yang tidak tepat mengakibatkan SLA meja bantuan tidak tercapai sepenuhnya.,Memasang dan melaksanakan konfigurasi ICT helpdesk untuk penggunaan log aduan  bermula fasa pembangunan,Tower Infrastruktur,2,2,4,Active
R050,Operation,SOP/ Process,Pengoperasian sistem  Helpdesk ICT tidak teratur disebabkan oleh pelaporan yang tidak tepat mengakibatkan SLA meja bantuan tidak tercapai sepenuhnya.,Melaksanakan pengujian Helpdesk ICT.,Tower Infrastruktur,2,2,4,Active
R051,Operation,SOP/ Process,Pengoperasian sistem  Helpdesk ICT tidak teratur disebabkan oleh pelaporan yang tidak tepat mengakibatkan SLA meja bantuan tidak tercapai sepenuhnya.,Melaksanakan Training Helpdesk ICT.,Tower Infrastruktur,2,2,4,Active
R052,Operation,SOP/ Process,Pengoperasian sistem  Helpdesk ICT tidak teratur disebabkan oleh pelaporan yang tidak tepat mengakibatkan SLA meja bantuan tidak tercapai sepenuhnya.,Memuktamadkan SOP pengoperasian meja bantuan ICT.,Tower Infrastruktur,2,2,4,Active
R053,Operation,SOP/ Process,Pengoperasian sistem  Helpdesk ICT tidak teratur disebabkan oleh pelaporan yang tidak tepat mengakibatkan SLA meja bantuan tidak tercapai sepenuhnya.,Memastikan aliran proses sistem meja bantuan ICT (termasuk customization dan konfigurasi) mematuhi keperluan SLA mengikut Jadual 8 dan Jadual,Tower Infrastruktur,2,2,4,Active
R054,Strategic,Force Majure,Ketiadaan BCP yang menyeluruh dalam menghadapi situasi luar jangka selepas  Go-live.,"Kerajaan (JIM) hendaklah menyediakan Business Continuity Plan (BCP) yang komprehensif sebagai persediaan menghadapi insiden luar jangka.  
(1 September 2023)",Bahagian Dasar dan Perancangan Strategik JIM,1,5,5,Active
R055,Strategic,Force Majure,Ketiadaan BCP yang menyeluruh dalam menghadapi situasi luar jangka selepas  Go-live.,"Pihak kontraktor  perlu menyediakan BCP Projek yang merangkumi 12 bulan fasa warranti.
(30 Jun 2024)",Bahagian Dasar dan Perancangan Strategik JIM,1,5,5,Active
R056,Strategic,Force Majure,Ketiadaan BCP yang menyeluruh dalam menghadapi situasi luar jangka selepas  Go-live.,"Sekiranya force majure/ bencana berlaku, pihak Kerajaan dan Kontraktor dengan segera hendaklah melaksanakan aktiviti projek berdasarkan prosedur dalam BCP.
(1 September 2023)",Bahagian Dasar dan Perancangan Strategik JIM,1,5,5,Active
R057,Application and Technical,Deployment,Pembangunan sistem secara serentak bagi kesemua 13 modul boleh melambatkan jadual pelaksanaan disebabkan oleh modul yang ada kebergantungan antara satu sama lain. Ini mengakibatkan jadual pelaksanaan keseluruhan akan terganggu dan tidak mengikut masa yang telah ditetapkan.,"Melaksanakan pelan perancangan strategi penutupan serahan seperti berikut: 
    a. Keutamaan Serahan (Priotizize)
    b. Human Resource
    c. Drill Session
    d. Subject Matter Expert
    e. Morning Standup
     f. Vendor Engagement",Tower Infrastruktur ,4,5,20,Active
R058,Application and Technical,Deployment,Pembangunan sistem secara serentak bagi kesemua 13 modul boleh melambatkan jadual pelaksanaan disebabkan oleh modul yang ada kebergantungan antara satu sama lain. Ini mengakibatkan jadual pelaksanaan keseluruhan akan terganggu dan tidak mengikut masa yang telah ditetapkan.,Menyediakan pelan pembangunan dan pelaksanaan cawangan  dan mengemukakan kepada pihak Kerajaan.,Tower Infrastruktur ,4,5,20,Active
R059,Operation,Training,Proses jemputan TOT dan TOK tidak dilaksanakan dengan sempurna disebabkan oleh ketiadaan perancangan Training secara menyeluruh mengakibatkan kehadiran yang kurang memuaskan.,"1.Pemakluman kepada pihak Kerajaan dikeluarkan 45 hari sebelum Training TOT dan TOK dilaksanakan. 
(Sepanjang tempoh pelaksanaan projek)",Tower Bisnes ,4,5,20,Active
R060,Operation,Training,Proses jemputan TOT dan TOK tidak dilaksanakan dengan sempurna disebabkan oleh ketiadaan perancangan Training secara menyeluruh mengakibatkan kehadiran yang kurang memuaskan.,"Memastikan kehadiran terlibat adalah 100% dan input maklum balas diambil kira bagi memastikan objektif Training dapat dicapai. 
(Sepanjang tempoh pelaksanaan projek)",Tower Bisnes ,4,5,20,Active
R061,Application and Technical,System Development,Source code dan artifak yang dibangunkan tidak diurus/ diselenggara dengan baik dalam Fasa Pembangunan dan Pengujian,"Mengenal pasti dan melantik Release Manager dan Configuration Manager yang berkelayakan dan berkemahiran
(31 Disember 2022)

2.Mengadakan Bengkel Dry Run.
(31 Disember 2022)",Tower Aplikasi ,4,5,20,Active
R062,Application and Technical,System Development,Source code dan artifak yang dibangunkan tidak diurus/ diselenggara dengan baik dalam Fasa Pembangunan dan Pengujian,"Memuktamadkan dokumen  yang berkaitan dengan pengurusan source code dan artifak 
-DevOps Blueprint, 
-Konfigurasi DevOps, 
(31 Disember 2022)",Tower Aplikasi ,4,5,20,Active
R063,Application and Technical,System Development,Source code dan artifak yang dibangunkan tidak diurus/ diselenggara dengan baik dalam Fasa Pembangunan dan Pengujian,"Perlu memuktamadkan semua tools DevOps dan konfigurasi bagi pengurusan source code dan artifak.
(31 Disember 2022)",Tower Aplikasi ,4,5,20,Active
R064,Application and Technical,System Development,Source code dan artifak yang dibangunkan tidak diurus/ diselenggara dengan baik dalam Fasa Pembangunan dan Pengujian,Menyediakan dokumen Laporan Kesediaan Platform DevOps (Production) dan mengemukakan kepada pihak Kerajaan.,Tower Aplikasi ,4,5,20,Active
R065,Application and Technical,System Development,Penyelarasan keperluan sistem yang mempunyai kebergantungan antara modul tidak dilaksanakan dengan terperinci yang menyebabkan sistem yang dibangunkan tidak dapat berinteraksi mengikut keperluan yang lengkap.,"Keperluan kebergantungan antara modul perlu dikenal pasti dan direkodkan dengan terperinci dalam setiap dokumen modul yang terlibat dengan penyediaan matriks.
(28 Februari 2023)",Tower Aplikasi ,4,3,12,Active
R066,Application and Technical,System Development,Penyelarasan keperluan sistem yang mempunyai kebergantungan antara modul tidak dilaksanakan dengan terperinci yang menyebabkan sistem yang dibangunkan tidak dapat berinteraksi mengikut keperluan yang lengkap.,"Perbincangan dan pengesahan bersama SA dan SME setiap modul  bagi pengesahan matriks rentas modul antara Kontraktor  dan Kerajaan. 
(30 November 2022)",Tower Aplikasi ,4,3,12,Active
R067,Project Management,Risk,Penamatan projek  secara keseluruhan disebabkan oleh kegagalan pihak Kontraktor untuk melaksanakan projek mengikut jadual pelaksanaan mengakibatkan domino effect kepada pihak-pihak berkepentingan,"Menyelesaikan isu kekurangan Human Resource dengan mengikut jumlah yang dirancang.
(31 Ogos 2025)",Tower Pengurusan ,5,5,25,Active
R068,Project Management,Risk,Penamatan projek  secara keseluruhan disebabkan oleh kegagalan pihak Kontraktor untuk melaksanakan projek mengikut jadual pelaksanaan mengakibatkan domino effect kepada pihak-pihak berkepentingan,"Melaksanakan perolehan mengikut perancangan yang telah dipersetujui.
(31 Ogos 2025)",Tower Pengurusan ,5,5,25,Active
R069,Project Management,Risk,Penamatan projek  secara keseluruhan disebabkan oleh kegagalan pihak Kontraktor untuk melaksanakan projek mengikut jadual pelaksanaan mengakibatkan domino effect kepada pihak-pihak berkepentingan,"Membuat permohonan perlanjutan tempoh Extension of Time (EOT).
(30 Jun 2023)",Tower Pengurusan ,5,5,25,Active
R070,Project Management,Risk,Penamatan projek  secara keseluruhan disebabkan oleh kegagalan pihak Kontraktor untuk melaksanakan projek mengikut jadual pelaksanaan mengakibatkan domino effect kepada pihak-pihak berkepentingan,"Melantik rakan Strategic untuk mendapatkan suntikan modal tambahan.
(30 Jun 2023)",Tower Pengurusan ,5,5,25,Active
R071,Application and Technical,System Development,906 laporan Data Analytics Business Intelligence (DABI) yang akan dibangunkan tidak tepat disebabkan tiada perincian dalam dokumen SRS atau SDS berkenaan medan-medan yang diperlukan. Ini boleh mengakibatkan tempoh aktiviti pengujian dan pengesahan laporan bertambah panjang serta berulang-ulang seterusnya meningkatkan varian kemajuan projek.,"Memperincikan setiap 906 laporan dengan medan-medan yang dirujuk kepada dokumen sumber seperti Dokumen Master Database Design (MDD), Dokumen System Requirement Specification (SRS), Dokumen SDS DataWarehouse/ Data Lake (DWH/DL)",Tower Aplikasi ,3,4,12,Active
R072,Application and Technical,ICT Security,"Ketiadaan dokumen yang memperincikan keseluruhan elemen keselamatan aplikasi, data, peralatan dan Network bagi Projek  mengakibatkan solusi yang dicadangkan tidak meliputi keseluruhan keperluan keselamatan Projek .","Menyediakan satu dokumen bagi memperincikan keseluruhan keperluan keselamatan dalam Projek  merangkumi keselamatan aplikasi, data, peralatan dan Network.",,3,4,12,Active
R073,Application and Technical,ICT Security,"Ketiadaan dokumen yang memperincikan keseluruhan elemen keselamatan aplikasi, data, peralatan dan Network bagi Projek  mengakibatkan solusi yang dicadangkan tidak meliputi keseluruhan keperluan keselamatan Projek .","Dokumen tersebut perlu disemak dan disahkan oleh kesemua Tower iaitu daripada pihak JIM, BTMR, PPK, IPM dan IV&V.",,3,4,12,Active
R074,Application and Technical,ICT Security,"Ketiadaan dokumen yang memperincikan keseluruhan elemen keselamatan aplikasi, data, peralatan dan Network bagi Projek  mengakibatkan solusi yang dicadangkan tidak meliputi keseluruhan keperluan keselamatan Projek .",Mengemukakan dokumen tersebut kepada pihak Kerajaan mengikut tarikh yang telah dipersetujui.,,3,4,12,Active
